"lang"
{
	"Language"	"Russian"
"DOTA_Tooltip_ability_sonic_gottagofast_lore"											"Данный герой создан благодаря <font color='#fffc00'>Пельмень</font>"
"DOTA_Tooltip_ability_sonic_gottagofast_shard_description"							    "Во время действия способности проходит сквозь препятствия"

"DOTA_Tooltip_ability_sonic_steal_speed"												"Кража скорости"
"DOTA_Tooltip_ability_sonic_steal_speed_Description"									"Любой нанесенный урон, забирает заряд скорости передвижения у противника"
"DOTA_Tooltip_ability_sonic_steal_speed_duration"										"ДЛИТЕЛЬНОСТЬ ЗАРЯДА:"
"DOTA_Tooltip_ability_sonic_steal_speed_movespeed"										"СКОРОСТЬ ПЕРЕДВИЖЕНИЯ ЗА ЗАРЯД:"
"DOTA_Tooltip_ability_sonic_steal_speed_maximum_charges"								"МАКС. КОЛИЧЕСТВО ЗАРЯДОВ:"
"DOTA_Tooltip_ability_sonic_steal_speed_lore"											"Данный герой создан благодаря <font color='#fffc00'>Пельмень</font>"

"DOTA_Tooltip_ability_sonic_passive"													"Молниеносность"
"DOTA_Tooltip_ability_sonic_passive_Description"										"<h1>Активная способность</h1> Атакует выбранный вард\n<h1>Пассивная способность</h1>Соник проходит сквозь существ, имеет быструю скорость поворота и его нельзя замедлить. Соник не может атаковать противников"
"DOTA_Tooltip_ability_sonic_passive_lore"												"Данный герой создан благодаря <font color='#fffc00'>Пельмень</font>"

"DOTA_Tooltip_ability_sonic_fast_sound"													"Быстрее света"
"DOTA_Tooltip_ability_sonic_fast_sound_Description"										"Если соник передвигается в течение %duration_move% сек. и не останавливается, то он сворачивается в шар, который наносит урон противникам. Нанести урон противнику можно лишь один раз, до момента пока он не выйдет за радиус %radius%"
"DOTA_Tooltip_ability_sonic_fast_sound_movespeed_limit"									"НОВЫЙ ЛИМИТ СКОРОСТИ ПЕРЕДВИЖЕНИЯ:"
"DOTA_Tooltip_ability_sonic_fast_sound_damage"											"%УРОН ОТ СКОРОСТИ ПЕРЕДВИЖЕНИЯ:"
"DOTA_Tooltip_ability_sonic_fast_sound_active_damage"									"%УРОН АКТИВНОЙ СПОСОБНОСТИ ОТ СКОРОСТИ ПЕРЕДВИЖЕНИЯ:"
"DOTA_Tooltip_ability_sonic_fast_sound_max_jumps"										"КОЛИЧЕСТВО ПРЫЖКОВ:"
"DOTA_Tooltip_ability_sonic_fast_sound_lore"											"Данный герой создан благодаря <font color='#fffc00'>Пельмень</font>"
"DOTA_Tooltip_ability_sonic_fast_sound_scepter_description"								"Способность становится активной. Соник сворачивается в шар и прыгает на выбранного противника, а дальше перепрыгивает на другую цель в радиусе %scepter_radius%"

"DOTA_Tooltip_modifier_sonic_gottagofast"												"Gotta go fast"
"DOTA_Tooltip_modifier_sonic_gottagofast_Description"									"Скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%"

"DOTA_Tooltip_modifier_sonic_steal_speed"												"Кража скорости"
"DOTA_Tooltip_modifier_sonic_steal_speed_Description"									"Вы украли скорость. Скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%"

"DOTA_Tooltip_modifier_sonic_steal_speed_enemy"											"Кража скорости"
"DOTA_Tooltip_modifier_sonic_steal_speed_enemy_Description"								"У вас украли скорость. Скорость передвижения уменьшена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%"

"sonic_no_ward"																			"Вы можете атаковать только вард"

"DOTA_Tooltip_Ability_special_bonus_birzha_sonic_1"										"-{s:value} сек. перезарядки Рывок вперед"
"DOTA_Tooltip_Ability_special_bonus_birzha_sonic_2"										"-{s:value} сек. перезарядки Прыжок"
"DOTA_Tooltip_Ability_special_bonus_birzha_sonic_3"										"-{s:value} сек. перезарядки Gotta go fast"
"DOTA_Tooltip_Ability_special_bonus_birzha_sonic_4"										"{s:value}x скорости Gotta go fast"
"DOTA_Tooltip_Ability_special_bonus_birzha_sonic_5"										"+{s:value} сек. длительности оглушения Рывок"
"DOTA_Tooltip_Ability_special_bonus_birzha_sonic_6"										"{s:value} заряда за кражу скорости"
"DOTA_Tooltip_Ability_special_bonus_birzha_sonic_7"										"+{s:value} к лимиту скорости от Быстрее света за заряд Кража скорости"
"DOTA_Tooltip_Ability_special_bonus_birzha_sonic_8"										"+{s:value} к радиусу Прыжок"

//=================================================================================================================
// Phantom Lancer | Rin | Рин
//=================================================================================================================

"npc_dota_hero_phantom_lancer" 		"Рин Окумура"
"npc_dota_blackkish" 				"Черныш"

"DOTA_Tooltip_Ability_blue_incision" 				"Разрез синего пламени"
"DOTA_Tooltip_Ability_blue_incision_Description" 	"Рин выпускает из меча синее пламя в выбранную точку, оно наносит урон и оглушает на %stun_duration% сек."
"DOTA_Tooltip_Ability_blue_incision_damage" 		"УРОН:"
"DOTA_Tooltip_Ability_blue_incision_lore"			"Данный герой создан благодаря <font color='#fffc00'>Xelisum</font>"

"DOTA_Tooltip_Ability_satan_son_aura" 				"Аура сына Сатаны"
"DOTA_Tooltip_Ability_satan_son_aura_Description" 	"Рин создаёт вокруг себя ауру синего пламени, которая наносит периодический урон всем противникам вокруг и замедляет их скорость передвижения"
"DOTA_Tooltip_Ability_satan_son_aura_radius" 		"РАДИУС:"
"DOTA_Tooltip_Ability_satan_son_aura_duration" 		"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_Ability_satan_son_aura_damage" 		"УРОН:"
"DOTA_Tooltip_Ability_satan_son_aura_slow" 			"%ЗАМЕДЛЕНИЕ СКОРОСТИ ПЕРЕДВИЖЕНИЯ:"
"DOTA_Tooltip_Ability_satan_son_aura_lore"			"Данный герой создан благодаря <font color='#fffc00'>Xelisum</font>"

"DOTA_Tooltip_modifier_satan_son_aura" 					"Аура сына Сатаны"
"DOTA_Tooltip_modifier_satan_son_aura_Description" 		""

"DOTA_Tooltip_modifier_satan_son_debuff" 				"Аура сына Сатаны"
"DOTA_Tooltip_modifier_satan_son_debuff_Description" 	"Замедлен на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

"DOTA_Tooltip_Ability_rin_blackish" 					"Черныш"
"DOTA_Tooltip_Ability_rin_blackish_Description" 		"Призывает кота Рина Черныша, он помогает ему в бою, нанося урон от атаки Рина. На <font color='#00D4FF'>2 уровне</font> способности Черныш получает способность <font color='#00D4FF'>Кошачья Мята</font>. На <font color='#00D4FF'>4 уровне</font> способности Черныш получает способность <font color='#00D4FF'>Острые когти</font>"
"DOTA_Tooltip_Ability_rin_blackish_damage" 				"%УРОН ОТ АТАКИ ХОЗЯИНА:"
"DOTA_Tooltip_Ability_rin_blackish_base_damage" 		"УРОН ЧЕРНЫША:"
"DOTA_Tooltip_Ability_rin_blackish_bonus_health" 		"ЗДОРОВЬЕ ЧЕРНЫША:"
"DOTA_Tooltip_Ability_rin_blackish_bonus_armor" 		"БРОНЯ ЧЕРНЫША:"
"DOTA_Tooltip_Ability_rin_blackish_bonus_magicarmor" 	"%МАГИЧЕСКОЕ СОПРОТИВЛЕНИЕ ЧЕРНЫША:"
"DOTA_Tooltip_Ability_rin_blackish_health_regen" 		"РЕГЕНЕРАЦИЯ ЗДОРОВЬЯ ЧЕРНЫША:"
"DOTA_Tooltip_Ability_rin_blackish_movement_speed" 		"СКОРОСТЬ ПЕРЕДВИЖЕНИЯ ЧЕРНЫША:"
"DOTA_Tooltip_Ability_rin_blackish_lore"				"Данный герой создан благодаря <font color='#fffc00'>Xelisum</font>"

"DOTA_Tooltip_Ability_rin_blackish_Mayta" 				"Кошачья Мята"
"DOTA_Tooltip_Ability_rin_blackish_Mayta_Description" 	"Каждую секунду изменяет скорость передвижения Черныша с -%move_slow%%% до +%move_up%%%. Увеличивает скорость атаки на %attack_speed%"

"DOTA_Tooltip_modifier_rin_blackish_Mayta" 				"Кошачья Мята"
"DOTA_Tooltip_modifier_rin_blackish_Mayta_description" 	"Скорость передвижения изменена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% и скорость атаки увеличена %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"

"DOTA_Tooltip_Ability_rin_blackish_critical" 				"Острые когти"
"DOTA_Tooltip_Ability_rin_blackish_critical_Description" 	"Некоторые атаки наносят критический урон"
"DOTA_Tooltip_Ability_rin_blackish_critical_crit" 			"КРИТ. УРОН:"
"DOTA_Tooltip_Ability_rin_blackish_critical_chance"			"%ШАНС КРИТ. АТАКИ:"

"DOTA_Tooltip_Ability_rin_satana_explosion" 				"Взрыв Сатаны"
"DOTA_Tooltip_Ability_rin_satana_explosion_Description" 	"Выпускает в 2 случайных противников <font color='#00D4FF'>Разрез синего пламени</font> текущего уровня, которые находятся в вашем обзоре"
"DOTA_Tooltip_Ability_rin_satana_explosion_duration" 		"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_Ability_rin_satana_explosion_interval" 		"ИНТЕРВАЛ:"
"DOTA_Tooltip_Ability_rin_satana_explosion_lore"			"Данный герой создан благодаря <font color='#fffc00'>Xelisum</font>"

"DOTA_Tooltip_ability_blue_incision_shard_description"			"Даёт %bonus_shard_damage% к урону от атаки на %bonus_shard_duration% сек. за каждое попадание способностью"
